iter	Passed	Remaining
360	8877	15713
361	8901	15688
362	8927	15665
363	8953	15644
364	8977	15618
365	9002	15593
366	9026	15568
367	9052	15546
368	9075	15520
369	9101	15497
370	9126	15472
371	9149	15446
372	9176	15425
373	9202	15402
374	9227	15378
375	9250	15351
376	9274	15326
377	9298	15301
378	9323	15276
379	9347	15251
380	9369	15221
381	9395	15199
382	9420	15176
383	9445	15152
384	9471	15129
385	9497	15107
386	9520	15079
387	9545	15056
388	9570	15031
389	9595	15008
390	9619	14982
391	9645	14959
392	9673	14940
393	9699	14918
394	9723	14893
395	9748	14868
396	9774	14846
397	9798	14820
398	9822	14795
399	9848	14773
400	9873	14748
401	9896	14721
402	9922	14698
403	9945	14671
404	9971	14649
405	9995	14624
406	10019	14598
407	10044	14574
408	10069	14549
409	10094	14526
410	10118	14500
411	10143	14476
412	10167	14451
413	10192	14426
414	10215	14400
415	10238	14373
416	10262	14347
417	10286	14322
418	10309	14295
419	10334	14272
420	10360	14249
421	10384	14223
422	10408	14197
423	10435	14176
424	10459	14151
425	10483	14126
426	10508	14101
427	10534	14078
428	10558	14053
429	10583	14029
430	10608	14004
431	10631	13978
432	10655	13953
433	10682	13931
434	10705	13905
435	10730	13880
436	10755	13856
437	10778	13830
438	10801	13803
439	10825	13777
440	10847	13750
441	10871	13724
442	10894	13697
443	10918	13673
444	10945	13650
445	10971	13628
446	10996	13604
447	11020	13578
448	11043	13551
449	11068	13527
450	11092	13502
451	11114	13475
452	11138	13450
453	11163	13425
454	11187	13400
455	11213	13377
456	11236	13351
457	11259	13324
458	11283	13299
459	11307	13274
460	11332	13249
461	11357	13225
462	11381	13200
463	11404	13174
464	11428	13149
465	11452	13123
466	11476	13098
467	11500	13073
468	11524	13047
469	11548	13022
470	11573	12998
471	11598	12974
472	11620	12947
473	11642	12919
474	11665	12893
475	11690	12869
476	11714	12844
477	11738	12819
478	11763	12794
479	11785	12768
480	11808	12741
481	11831	12715
482	11857	12692
483	11880	12666
484	11903	12640
485	11929	12616
486	11954	12592
487	11979	12568
488	12007	12547
489	12032	12523
490	12057	12499
491	12082	12475
492	12106	12450
493	12132	12426
494	12155	12401
495	12181	12377
496	12206	12353
497	12232	12330
498	12256	12305
499	12279	12279
500	12302	12253
501	12325	12227
502	12349	12202
503	12373	12177
504	12398	12153
505	12422	12128
506	12448	12104
507	12473	12080
508	12496	12054
509	12521	12029
510	12545	12005
511	12570	11981
512	12594	11956
513	12620	11932
514	12645	11908
515	12669	11884
516	12692	11857
517	12720	11836
518	12743	11810
519	12768	11786
520	12790	11759
521	12815	11734
522	12839	11710
523	12864	11686
524	12889	11661
525	12913	11636
526	12938	11612
527	12961	11586
528	12986	11562
529	13012	11539
530	13039	11517
531	13061	11490
532	13086	11466
533	13110	11440
534	13133	11415
535	13159	11391
536	13184	11367
537	13210	11344
538	13235	11320
539	13259	11295
540	13285	11272
541	13309	11246
542	13335	11223
543	13362	11200
544	13385	11175
545	13412	11152
546	13437	11128
547	13462	11104
548	13488	11080
549	13513	11056
550	13539	11032
551	13564	11008
552	13587	10983
553	13612	10958
554	13637	10934
555	13661	10909
556	13684	10883
557	13706	10857
558	13730	10831
559	13757	10809
560	13780	10783
561	13804	10758
562	13827	10733
563	13851	10707
564	13875	10683
565	13901	10659
566	13926	10635
567	13951	10611
568	13977	10587
569	14002	10563
570	14026	10538
571	14050	10512
572	14073	10487
573	14098	10463
574	14122	10438
575	14148	10415
576	14174	10391
577	14198	10366
578	14226	10344
579	14251	10320
580	14277	10296
581	14301	10271
582	14327	10247
583	14349	10221
584	14374	10197
585	14396	10171
586	14423	10147
587	14447	10122
588	14471	10097
589	14496	10074
590	14521	10049
591	14547	10026
592	14571	10001
593	14594	9975
594	14619	9951
595	14644	9926
596	14669	9902
597	14692	9876
598	14717	9852
599	14740	9826
600	14766	9803
601	14791	9779
602	14817	9755
603	14842	9731
604	14867	9706
605	14892	9682
606	14918	9658
607	14940	9632
608	14965	9608
609	14990	9583
610	15015	9559
611	15040	9535
612	15066	9511
613	15091	9487
614	15116	9462
615	15140	9438
616	15166	9414
617	15190	9389
618	15214	9364
619	15237	9339
620	15261	9314
621	15285	9289
622	15310	9264
623	15334	9240
624	15359	9215
625	15381	9189
626	15406	9165
627	15432	9141
628	15457	9117
629	15481	9092
630	15508	9068
631	15534	9045
632	15557	9019
633	15581	8994
634	15605	8969
635	15629	8945
636	15655	8921
637	15679	8896
638	15703	8871
639	15727	8846
640	15753	8823
641	15776	8797
642	15801	8773
643	15824	8747
644	15849	8723
645	15873	8698
646	15896	8672
647	15920	8648
648	15944	8623
649	15969	8598
650	15996	8575
651	16018	8549
652	16042	8524
653	16063	8498
654	16086	8472
655	16110	8448
656	16134	8423
657	16158	8398
658	16183	8374
659	16209	8350
660	16235	8326
661	16260	8302
662	16286	8278
663	16309	8253
664	16333	8227
665	16357	8203
666	16382	8179
667	16407	8154
668	16434	8131
669	16459	8106
670	16485	8083
671	16510	8058
672	16537	8035
673	16561	8010
674	16586	7985
675	16612	7962
676	16637	7937
677	16662	7913
678	16685	7888
679	16711	7864
680	16734	7839
681	16759	7814
682	16783	7789
683	16809	7765
684	16834	7741
685	16860	7717
686	16885	7693
687	16909	7668
688	16933	7643
689	16957	7618
690	16983	7594
691	17008	7570
692	17032	7545
693	17058	7521
694	17081	7496
695	17106	7471
696	17130	7447
697	17155	7422
698	17180	7398
699	17206	7374
700	17232	7350
701	17258	7326
702	17282	7301
703	17307	7277
704	17331	7252
705	17356	7227
706	17382	7203
707	17406	7178
708	17430	7154
709	17456	7129
710	17482	7106
711	17507	7081
712	17532	7057
713	17557	7032
714	17582	7008
715	17608	6984
716	17632	6959
717	17655	6934
718	17679	6909
719	17704	6885
720	17728	6860
721	17752	6835
722	17779	6811
723	17803	6787
724	17828	6762
725	17852	6737
726	17878	6713
727	17902	6688
728	17927	6664
729	17953	6640
730	17976	6615
731	18000	6590
732	18023	6565
733	18047	6540
734	18072	6516
735	18097	6491
736	18120	6466
737	18144	6441
738	18169	6417
739	18193	6392
740	18219	6368
741	18246	6344
742	18271	6320
743	18296	6295
744	18318	6270
745	18343	6245
746	18369	6221
747	18395	6197
748	18419	6172
749	18448	6149
750	18475	6125
751	18499	6100
752	18527	6077
753	18551	6052
754	18576	6028
755	18601	6003
756	18625	5978
757	18649	5953
758	18673	5929
759	18700	5905
760	18722	5880
761	18747	5855
762	18769	5830
763	18794	5805
764	18816	5780
765	18840	5755
766	18864	5730
767	18888	5706
768	18915	5681
769	18941	5657
770	18965	5633
771	18989	5608
772	19014	5583
773	19041	5559
774	19065	5535
775	19093	5511
776	19118	5487
777	19141	5462
778	19167	5437
779	19191	5412
780	19218	5389
781	19244	5364
782	19269	5340
783	19295	5316
784	19320	5291
785	19345	5267
786	19371	5242
787	19393	5217
788	19418	5192
789	19443	5168
790	19469	5144
791	19495	5119
792	19519	5095
793	19545	5071
794	19571	5046
795	19596	5022
796	19624	4998
797	19646	4973
798	19669	4948
799	19695	4923
800	19718	4898
801	19741	4873
802	19766	4849
803	19792	4825
804	19817	4800
805	19842	4775
806	19865	4751
807	19888	4726
808	19916	4702
809	19942	4677
810	19967	4653
811	19992	4628
812	20017	4604
813	20045	4580
814	20071	4556
815	20094	4531
816	20121	4507
817	20147	4482
818	20171	4457
819	20196	4433
820	20222	4409
821	20246	4384
822	20269	4359
823	20295	4335
824	20321	4310
825	20346	4286
826	20371	4261
827	20396	4236
828	20420	4212
829	20445	4187
830	20469	4162
831	20493	4138
832	20517	4113
833	20542	4088
834	20568	4064
835	20594	4040
836	20619	4015
837	20644	3990
838	20668	3966
839	20692	3941
840	20716	3916
841	20740	3892
842	20766	3867
843	20792	3843
844	20817	3818
845	20840	3793
846	20865	3769
847	20889	3744
848	20915	3719
849	20941	3695
850	20965	3670
851	20991	3646
852	21017	3622
853	21041	3597
854	21068	3573
855	21092	3548
856	21117	3523
857	21141	3499
858	21165	3474
859	21191	3449
860	21217	3425
861	21243	3400
862	21270	3376
863	21298	3352
864	21322	3327
865	21348	3303
866	21372	3278
867	21398	3254
868	21423	3229
869	21446	3204
870	21471	3180
871	21496	3155
872	21518	3130
873	21544	3105
874	21569	3081
875	21593	3056
876	21618	3032
877	21644	3007
878	21668	2982
879	21692	2958
880	21716	2933
881	21741	2908
882	21763	2883
883	21788	2859
884	21810	2834
885	21836	2809
886	21860	2784
887	21886	2760
888	21909	2735
889	21933	2710
890	21958	2686
891	21983	2661
892	22008	2637
893	22033	2612
894	22058	2587
895	22083	2563
896	22108	2538
897	22132	2513
898	22157	2489
899	22183	2464
900	22208	2440
901	22234	2415
902	22257	2390
903	22281	2366
904	22307	2341
905	22330	2316
906	22355	2292
907	22379	2267
908	22405	2242
909	22431	2218
910	22455	2193
911	22479	2169
912	22502	2144
913	22528	2119
914	22554	2095
915	22579	2070
916	22604	2045
917	22630	2021
918	22653	1996
919	22679	1972
920	22703	1947
921	22729	1922
922	22752	1898
923	22775	1873
924	22797	1848
925	22823	1823
926	22847	1799
927	22871	1774
928	22895	1749
929	22919	1725
930	22943	1700
931	22968	1675
932	22993	1651
933	23018	1626
934	23041	1601
935	23066	1577
936	23090	1552
937	23116	1527
938	23142	1503
939	23166	1478
940	23192	1454
941	23217	1429
942	23242	1404
943	23268	1380
944	23295	1355
945	23322	1331
946	23347	1306
947	23374	1282
948	23397	1257
949	23421	1232
950	23443	1207
951	23468	1183
952	23493	1158
953	23516	1133
954	23542	1109
955	23567	1084
956	23591	1060
957	23614	1035
958	23639	1010
959	23663	985
960	23686	961
961	23710	936
962	23735	911
963	23760	887
964	23782	862
965	23807	837
966	23832	813
967	23856	788
968	23880	763
969	23904	739
970	23928	714
971	23952	689
972	23977	665
973	24001	640
974	24027	616
975	24053	591
976	24077	566
977	24104	542
978	24128	517
979	24154	492
980	24180	468
981	24206	443
982	24231	419
983	24257	394
984	24284	369
985	24311	345
986	24335	320
987	24359	295
988	24382	271
989	24407	246
990	24430	221
991	24456	197
992	24479	172
993	24505	147
994	24530	123
995	24554	98
996	24577	73
997	24601	49
998	24624	24
999	24650	0
