iter	Logloss
607	0.4483104208
608	0.4482741812
609	0.4482540362
610	0.4482115674
611	0.4481759811
612	0.4481442386
613	0.4481190107
614	0.448097385
615	0.4480642908
616	0.4480480454
617	0.4480291744
618	0.4479991362
619	0.4479859563
620	0.4479636338
621	0.4479304651
622	0.4479016987
623	0.4478709786
624	0.4478237956
625	0.4477985411
626	0.4477690402
627	0.4477297145
628	0.4476982121
629	0.4476583671
630	0.4476255579
631	0.4475850587
632	0.4475604472
633	0.4475309113
634	0.4474931825
635	0.4474534185
636	0.4474245653
637	0.4473911505
638	0.4473667512
639	0.4473408696
640	0.4473110459
641	0.4472983339
642	0.4472719556
643	0.4472500217
644	0.4472208006
645	0.4471966775
646	0.4471670459
647	0.4471368534
648	0.4471111642
649	0.447085528
650	0.4470534032
651	0.4470265027
652	0.446998253
653	0.4469800326
654	0.4469586879
655	0.4469286314
656	0.4468973589
657	0.4468773196
658	0.4468559816
659	0.4468135974
660	0.4467827538
661	0.4467533328
662	0.4467212248
663	0.4466988753
664	0.4466652949
665	0.4466418301
666	0.446610331
667	0.4465824634
668	0.446554356
669	0.4465161965
670	0.4464730505
671	0.4464399405
672	0.4464133832
673	0.4463810827
674	0.4463477041
675	0.4463228612
676	0.4462849784
677	0.4462611095
678	0.4462370268
679	0.4462031782
680	0.4461727918
681	0.446132696
682	0.4461136873
683	0.4460759212
684	0.4460523473
685	0.4460246156
686	0.445981095
687	0.4459591956
688	0.4459235337
689	0.4458904956
690	0.4458586916
691	0.4458257921
692	0.4458006629
693	0.4457742771
694	0.4457491652
695	0.445730555
696	0.4457057075
697	0.445692897
698	0.4456566854
699	0.4456323872
700	0.4455960975
701	0.4455666973
702	0.4455350221
703	0.4454882293
704	0.4454560137
705	0.4454256389
706	0.4453807792
707	0.4453503787
708	0.4453261208
709	0.4453054768
710	0.4452711654
711	0.4452447727
712	0.4452169063
713	0.4451784699
714	0.4451550106
715	0.4451248247
716	0.4450921349
717	0.4450596711
718	0.445040862
719	0.4450113316
720	0.4449855449
721	0.444959985
722	0.444929489
723	0.4448981889
724	0.4448627284
725	0.4448435992
726	0.444817257
727	0.4447949357
728	0.4447713458
729	0.444744562
730	0.4447080244
731	0.4446595075
732	0.444632907
733	0.4446108422
734	0.4445610306
735	0.4445452724
736	0.4445215679
737	0.4444914283
738	0.4444607115
739	0.4444388894
740	0.4443956107
741	0.4443763974
742	0.4443568074
743	0.4443368406
744	0.4443145999
745	0.4442887303
746	0.4442586719
747	0.4442280872
748	0.4442055161
749	0.4441686025
750	0.4441428838
751	0.444110642
752	0.4440758179
753	0.4440472884
754	0.4440100969
755	0.4439709238
756	0.4439430205
757	0.4439054026
758	0.4438677056
759	0.4438377273
760	0.4438172612
761	0.4437893704
762	0.4437649728
763	0.443722384
764	0.4437012712
765	0.4436748081
766	0.4436409074
767	0.4436175881
768	0.4435876742
769	0.4435578085
770	0.4435283375
771	0.443500274
772	0.443465472
773	0.443440994
774	0.4434168535
775	0.4433830409
776	0.4433540199
777	0.4433204867
778	0.4432944508
779	0.4432710358
780	0.4432372572
781	0.4432098649
782	0.4431937586
783	0.4431556688
784	0.4431279862
785	0.4430956977
786	0.4430708688
787	0.4430515126
788	0.4430133289
789	0.4429906583
790	0.4429513544
791	0.4429216328
792	0.4428963022
793	0.4428742732
794	0.4428389616
795	0.4428012623
796	0.4427734643
797	0.4427568552
798	0.4427294219
799	0.4426950108
800	0.4426742194
801	0.4426407229
802	0.4426217912
803	0.4425944877
804	0.4425628143
805	0.4425277753
806	0.4424934462
807	0.4424791191
808	0.4424395077
809	0.4424094426
810	0.4423768394
811	0.4423532229
812	0.4423340023
813	0.4423058348
814	0.442274412
815	0.4422442476
816	0.4422172257
817	0.4421891193
818	0.4421661927
819	0.4421460629
820	0.4421183021
821	0.4420958983
822	0.442065574
823	0.4420499842
824	0.4420213052
825	0.441996191
826	0.4419743203
827	0.4419541826
828	0.4419345237
829	0.441906719
830	0.4418822152
831	0.4418490632
832	0.4418265779
833	0.4418024549
834	0.4417625997
835	0.4417254412
836	0.4416982406
837	0.4416685837
838	0.4416396497
839	0.4416190356
840	0.4415985305
841	0.4415810336
842	0.4415470321
843	0.4415268438
844	0.4414971098
845	0.4414795738
846	0.4414620448
847	0.4414399226
848	0.4414208545
849	0.4413782153
850	0.4413363267
851	0.4413038192
852	0.4412698177
853	0.4412468984
854	0.4412202894
855	0.4411948304
856	0.441160311
857	0.4411344653
858	0.4411156957
859	0.4410810438
860	0.4410372021
861	0.4410112649
862	0.440980413
863	0.4409529816
864	0.4409293734
865	0.4408993048
866	0.440864408
867	0.4408478298
868	0.4408266612
869	0.4408088593
870	0.4407886444
871	0.4407598629
872	0.4407351508
873	0.4406962415
874	0.4406624915
875	0.440632932
876	0.4406004284
877	0.4405710294
878	0.4405443246
879	0.4405198564
880	0.4404824463
881	0.4404505705
882	0.4404275978
883	0.4403972305
884	0.4403803925
885	0.4403429395
886	0.4403237812
887	0.4402750094
888	0.4402512802
889	0.4402264614
890	0.4401965868
891	0.4401733474
892	0.4401389744
893	0.4401128359
894	0.4400998496
895	0.4400716289
896	0.4400474733
897	0.4400209267
898	0.4399943857
899	0.4399668464
900	0.4399390149
901	0.4399082015
902	0.4398755075
903	0.4398447235
904	0.4398142412
905	0.4398012869
906	0.4397828579
907	0.4397471009
908	0.439715549
909	0.4396833542
910	0.4396578106
911	0.4396323102
912	0.4395947057
913	0.4395699274
914	0.4395399006
915	0.4395117089
916	0.4394791882
917	0.4394474698
918	0.4394227754
919	0.4393806313
920	0.4393528445
921	0.4393294402
922	0.4393006991
923	0.4392807167
924	0.4392727456
925	0.4392471809
926	0.4392132086
927	0.4391784511
928	0.4391469427
929	0.4391224594
930	0.439097242
931	0.4390749466
932	0.4390421178
933	0.4390197524
934	0.4389988289
935	0.4389686207
936	0.4389372041
937	0.4389026361
938	0.4388806043
939	0.4388534084
940	0.4388198106
941	0.4387947554
942	0.4387636738
943	0.4387375705
944	0.438719204
945	0.4386916751
946	0.4386738138
947	0.4386382843
948	0.4386176398
949	0.4385860128
950	0.4385643475
951	0.4385356348
952	0.4384979813
953	0.4384741575
954	0.4384373991
955	0.4384175186
956	0.4383952276
957	0.4383691584
958	0.4383490974
959	0.4383169462
960	0.4382875128
961	0.4382477868
962	0.4382270818
963	0.4381900791
964	0.4381766731
965	0.4381460548
966	0.4381191663
967	0.4380826313
968	0.4380603092
969	0.4380356641
970	0.4380175027
971	0.4379846592
972	0.4379500761
973	0.4379239894
974	0.4378884153
975	0.4378543568
976	0.4378306849
977	0.4378098528
978	0.4377923654
979	0.4377575333
980	0.4377212498
981	0.4376919809
982	0.4376723619
983	0.4376519012
984	0.43763108
985	0.4376048957
986	0.4375818453
987	0.4375571448
988	0.4375417839
989	0.4375195827
990	0.4374910719
991	0.4374582432
992	0.4374362424
993	0.4374076619
994	0.43738268
995	0.4373575442
996	0.4373353763
997	0.437298827
998	0.4372813367
999	0.4372603146
